kilavuz_kodu,universite_adi,birim_adi,birim_grup_adi,il_kodu,il_adi,universite_turu,ogretim_turu,burs_orani,puan_turu,kaynak,cekme_tarihi,yil,genel_kontenjan,yerlesen_sayisi,doluluk_orani,taban_puan,taban_siralama
204950515,PİRİ REİS ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,8.0,,,0.0,
108810305,SAKARYA ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,54.0,SAKARYA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,436.02209,59347.0
108810305,SAKARYA ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,54.0,SAKARYA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,105.0,,,430.50105,53865.0
108810305,SAKARYA ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,54.0,SAKARYA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,105.0,,,471.25102,39543.0
108810305,SAKARYA ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,54.0,SAKARYA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,100.0,,,465.39711,43553.0
207650970,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,434.57637,60742.0
207650970,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,10.0,1.0,1.0,428.93169,55208.0
207650970,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,10.0,,,470.75212,39953.0
207650970,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,8.0,,,465.15394,43727.0
203210149,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,434.42839,60890.0
203210149,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,9.0,1.0,1.0,433.78766,51152.0
203210149,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,9.0,,,473.02995,38094.0
203210149,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,8.0,,,474.06837,36415.0
202090271,IŞIK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,434.40714,60911.0
202090271,IŞIK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,9.0,1.0,1.0,442.3789,44266.0
202090271,IŞIK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,6.0,,,478.04244,34113.0
202090271,IŞIK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,7.0,,,473.41221,36929.0
102410190,BURSA TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,16.0,BURSA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,432.93329,62441.0
102410190,BURSA TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,16.0,BURSA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,90.0,,,427.99305,56003.0
102410190,BURSA TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,16.0,BURSA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,90.0,,,466.37365,43641.0
102410190,BURSA TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,16.0,BURSA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,85.0,,,460.74635,47353.0
206410717,ANTALYA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,7.0,ANTALYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,432.2938,63059.0
206410717,ANTALYA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,7.0,ANTALYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,10.0,2.0,1.0,432.90739,51884.0
206410717,ANTALYA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,7.0,ANTALYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,11.0,,,474.7941,36703.0
206410717,ANTALYA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,7.0,ANTALYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,471.49884,38443.0
107610364,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,48.0,MUĞLA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,431.97346,63398.0
107610364,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,48.0,MUĞLA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,85.0,,,428.07835,55925.0
107610364,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,48.0,MUĞLA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,85.0,,,469.04255,41380.0
107610364,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,48.0,MUĞLA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,80.0,,,463.98444,44663.0
209510222,ANKARA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,431.91149,63468.0
209510222,ANKARA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,10.0,2.0,1.0,424.58894,59030.0
209510222,ANKARA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,5.0,,,472.03412,38898.0
209510222,ANKARA BİLİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,6.0,,,0.0,
204810185,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,429.42392,66045.0
204810185,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,34.0,,,430.3549,53984.0
204810185,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,39.0,,,500.1546,18506.0
204810185,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,13.0,,,498.93736,18256.0
210301753,İSTANBUL BEYKENT ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,428.34176,67088.0
210301753,İSTANBUL BEYKENT ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,10.0,2.0,1.0,424.20538,59350.0
210301753,İSTANBUL BEYKENT ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,12.0,,,481.42929,31476.0
210301753,İSTANBUL BEYKENT ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,476.85569,34195.0
201990481,HALİÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,428.20262,67235.0
201990481,HALİÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,11.0,2.0,1.0,429.15754,55006.0
201990481,HALİÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,11.0,,,470.9749,39786.0
201990481,HALİÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,464.53703,44192.0
106210353,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,61.0,TRABZON,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,427.58521,67890.0
106210353,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,61.0,TRABZON,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,95.0,,,420.83426,62297.0
106210353,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,61.0,TRABZON,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,95.0,,,457.32318,51601.0
106210353,KARADENİZ TEKNİK ÜNİVERSİTESİ (TRABZON),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,61.0,TRABZON,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,90.0,,,451.30794,55435.0
206511277,ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,427.34085,68149.0
206511277,ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,11.0,2.0,1.0,415.9348,66715.0
206511277,ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,12.0,,,469.42209,41033.0
206511277,ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,12.0,,,470.70282,39095.0
102590510,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,45.0,MANİSA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,426.59831,68937.0
102590510,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,45.0,MANİSA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,80.0,,,419.96043,63073.0
102590510,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,45.0,MANİSA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,80.0,,,464.2281,45586.0
208450875,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,424.38977,71320.0
208450875,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,8.0,1.0,1.0,402.39,80141.0
208450875,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,8.0,,,463.81424,45962.0
208450875,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,7.0,,,457.74972,49889.0
205850703,UFUK ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,423.46816,72285.0
205850703,UFUK ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,5.0,1.0,1.0,0.0,
100310864,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,9.0,AYDIN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,423.45652,72295.0
100310864,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,9.0,AYDIN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,80.0,,,419.57166,63415.0
100310864,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,9.0,AYDIN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,80.0,,,462.26251,47310.0
100310864,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,9.0,AYDIN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,75.0,,,456.65284,50800.0
202790851,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,422.54785,73259.0
202790851,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,7.0,1.0,1.0,421.5855,61665.0
202790851,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,4.0,,,452.46099,55834.0
202790851,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,6.0,,,0.0,
102710263,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,17.0,ÇANAKKALE,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,421.58522,74285.0
102710263,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,17.0,ÇANAKKALE,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,90.0,,,416.91081,65815.0
102710263,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,17.0,ÇANAKKALE,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,90.0,,,454.721,53816.0
102710263,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,17.0,ÇANAKKALE,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,85.0,,,449.04648,57421.0
204790548,İSTANBUL OKAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,421.51862,74369.0
204790548,İSTANBUL OKAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,10.0,1.0,1.0,389.54911,94000.0
204790548,İSTANBUL OKAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,11.0,,,477.02604,34904.0
204790548,İSTANBUL OKAN ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,478.37805,33002.0
204090643,KTO KARATAY ÜNİVERSİTESİ (KONYA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,42.0,KONYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,420.69217,75251.0
204090643,KTO KARATAY ÜNİVERSİTESİ (KONYA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,42.0,KONYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,9.0,2.0,1.0,0.0,
204090643,KTO KARATAY ÜNİVERSİTESİ (KONYA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,42.0,KONYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,,,,460.23189,49088.0
204090643,KTO KARATAY ÜNİVERSİTESİ (KONYA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,42.0,KONYA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,,,,452.8553,54091.0
209310180,İSTANBUL ATLAS ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,420.34198,75625.0
209310180,İSTANBUL ATLAS ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,6.0,1.0,1.0,415.81642,66833.0
209310180,İSTANBUL ATLAS ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,6.0,,,452.59829,55710.0
209310180,İSTANBUL ATLAS ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,6.0,,,0.0,
201610363,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,27.0,GAZİANTEP,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,419.77073,76272.0
201610363,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,27.0,GAZİANTEP,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,6.0,1.0,1.0,398.00176,84725.0
201610363,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,27.0,GAZİANTEP,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,8.0,,,450.4452,57785.0
201610363,HASAN KALYONCU ÜNİVERSİTESİ (GAZİANTEP),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,27.0,GAZİANTEP,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,7.0,,,444.54184,61434.0
108210665,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,55.0,SAMSUN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,418.98041,77163.0
108210665,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,55.0,SAMSUN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,85.0,,,413.35597,69205.0
108210665,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,55.0,SAMSUN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,85.0,,,451.20604,57048.0
108210665,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,55.0,SAMSUN,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,80.0,,,445.63753,60493.0
201200297,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,418.55249,77666.0
201200297,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,12.0,2.0,1.0,404.26219,78195.0
201200297,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,15.0,,,467.80233,42427.0
201200297,DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,14.0,,,467.18347,42048.0
104290472,GAZİANTEP ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,27.0,GAZİANTEP,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,418.53584,77686.0
104290472,GAZİANTEP ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,27.0,GAZİANTEP,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,30.0,,3.0,399.79604,82876.0
104290472,GAZİANTEP ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,27.0,GAZİANTEP,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,30.0,,,0.0,
207650956,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,,,,417.76674,78502.0
207650956,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,12.0,2.0,1.0,413.81423,68786.0
207650956,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,12.0,,,458.73571,50401.0
207650956,BİRUNİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,457.31113,50249.0
112910017,İZMİR BAKIRÇAY ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,,,,417.35265,78975.0
112910017,İZMİR BAKIRÇAY ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,75.0,,,414.27288,68367.0
112910017,İZMİR BAKIRÇAY ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,75.0,,,453.76589,54666.0
112910017,İZMİR BAKIRÇAY ÜNİVERSİTESİ,Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,70.0,,,448.16573,58228.0
